WINE_ID,WINE_NM,WINE_REGION_NM,WINE_CAT,WINE_PC
250,Alex Gambal Batard-Montrachet Grand Cru 2016,"Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,439.99
251,Alex Gambal St-Aubin Les Murgers Dents de Chien Premier Cru (1.5 Liter Magnum) 2016,"Chardonnay from St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,129.97
252,Alex Gambal Corton-Charlemagne Grand Cru 2016,"Chardonnay from Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,189.99
253,Alexakis Assyrtiko 2017,Assyrtiko from Greece,White Wine,16.99
254,Alexana Willamette Valley Pinot Gris 2015,"Pinot Gris/Grigio from Willamette Valley, Oregon",White Wine,28.99
255,Alexana Terroir Selection Chardonnay 2015,"Chardonnay from Willamette Valley, Oregon",White Wine,35.0
256,Alexander Valley Vineyards Cabernet Sauvignon 2016,"Cabernet Sauvignon from Alexander Valley, Sonoma County, California",Red Wine,25.0
257,Alexander Valley Vineyards Estate Chardonnay 2017,"Chardonnay from Alexander Valley, Sonoma County, California",White Wine,18.99
258,Alexander Valley Vineyards Dry Rose of Sangiovese 2017,"Rosé from Sonoma County, California",Pink and Rosé,16.0
259,Alexander Valley Vineyards Temptation Zinfandel 2015,"Zinfandel from Sonoma County, California",Red Wine,10.99
260,Alexander Valley Vineyards Sin Zin Zinfandel 2014,"Zinfandel from Alexander Valley, Sonoma County, California",Red Wine,20.0
261,Alexander Valley Vineyards Merlot 2016,"Merlot from Alexander Valley, Sonoma County, California",Red Wine,22.0
262,Alexander Valley Vineyards Cyrus 2013,"Bordeaux Red Blends from Alexander Valley, Sonoma County, California",Red Wine,58.99
263,Alexander Valley Vineyards Estate Chardonnay 2016,"Chardonnay from Alexander Valley, Sonoma County, California",White Wine,18.0
264,Alexander Valley Vineyards Sin Zin Zinfandel (1.5 Liter Magnum) 2014,"Zinfandel from Alexander Valley, Sonoma County, California",Red Wine,39.97
265,Alfaro Family Estate Pinot Noir 2016,"Pinot Noir from Santa Cruz Mountains, California",Red Wine,44.99
266,Alfaro Family Trout Gulch Vineyard Chardonnay 2017,"Chardonnay from Santa Cruz Mountains, California",White Wine,29.99
267,Alfaro Family Gimelli Vineyards Old Vine Zinfandel 2017,"Zinfandel from Cienega Valley, Central Coast, California",Red Wine,23.99
268,Alfaro Family Dragon Slayer Red 2017,"Other Red Blends from Central Coast, California",Red Wine,19.99
269,Alfaro Family Lindsay Paige Vineyard Chardonnay 2016,"Chardonnay from Santa Cruz Mountains, California",White Wine,29.99
270,Alfaro Family Trout Gulch Vineyard Pinot Noir 2016,"Pinot Noir from Santa Cruz Mountains, California",Red Wine,45.99
271,Alfaro Family Rosella's Vineyard Chardonnay 2017,"Chardonnay from Santa Lucia Highlands, Monterey, Central Coast, California",White Wine,31.99
272,Alfaro Family Lester Family Vineyard Pinot Noir 2017,"Pinot Noir from Santa Cruz Mountains, California",Red Wine,44.99
273,Alfaro Family A Estate Syrah 2016,"Syrah/Shiraz from Santa Cruz Mountains, California",Red Wine,23.99
274,Alfaro Family Lindsay Paige Vineyard Chardonnay 2017,"Chardonnay from Santa Cruz Mountains, California",White Wine,29.99
275,Alfaro Family Trout Gulch Vineyard Pinot Noir 2017,"Pinot Noir from Santa Cruz Mountains, California",Red Wine,44.99
276,Alfaro Family A Estate Chardonnay 2016,"Chardonnay from Santa Cruz Mountains, California",White Wine,23.99
277,Alfaro Family A Estate Chardonnay 2017,"Chardonnay from Santa Cruz Mountains, California",White Wine,22.99
278,Alfaro Family A Estate Syrah 2017,"Syrah/Shiraz from Santa Cruz Mountains, California",Red Wine,23.99
279,Alfredo Maestro La Guindalera 2012,Tempranillo from Spain,Red Wine,57.99
280,Alfredo Maestro El Marciano 2016,Grenache from Spain,Red Wine,25.99
281,Alhambra Valle de Uco Malbec Reserva 2016,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,13.99
282,Alheit Cartology 2016,Other White Blends from South Africa,White Wine,57.99
283,Alheit Cartology 2015,Other White Blends from South Africa,White Wine,47.99
284,Allan Scott Marlborough Sauvignon Blanc 2018,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,14.99
285,Allegria Tribu d'A Rouge 2015,"Syrah/Shiraz from Languedoc-Roussillon, France",Red Wine,18.0
286,Allegrini La Poja 2010,"Corvina from Veneto, Italy",Red Wine,104.99
287,Allegrini Valpolicella 2017,"Other Red Blends from Valpolicella, Veneto, Italy",Red Wine,16.99
288,Allegrini Amarone 2014,"Other Red Blends from Veneto, Italy",Red Wine,85.0
289,Allegrini Palazzo della Torre 2014,"Other Red Blends from Veneto, Italy",Red Wine,23.0
290,Allegrini La Grola 2015,"Corvina from Veneto, Italy",Red Wine,32.99
291,Alleme Getariako Txakolina 2017,"Other White Wine from Txakolina, Spain",White Wine,20.99
292,Allure Bubbly Moscato,Non-Vintage Sparkling Wine from California,Sparkling & Champagne,13.0
293,Allure Bubbly Peach,Non-Vintage Sparkling Wine from California,Sparkling & Champagne,13.0
294,Allure Bubbly Pink Moscato,Non-Vintage Sparkling Wine from California,Sparkling & Champagne,13.0
295,Alma Rosa Sta. Rita Hills Pinot Noir 2015,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,39.0
296,Alma Rosa Santa Barbara County Chardonnay 2016,"Chardonnay from Santa Barbara, Central Coast, California",White Wine,18.99
297,Alma Rosa Mt. Eden Clone El Jabali Vineyard Pinot Noir 2012,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,39.99
298,Alma Rosa Clone 115 La Encantada Vineyard Pinot Noir 2012,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,44.99
299,Alma Rosa Santa Barbara County Pinot Gris 2015,"Pinot Gris/Grigio from Santa Barbara, Central Coast, California",White Wine,18.99
300,Alma Rosa La Encantada Vineyard Pinot Noir 2014,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,55.0
301,Almaviva Red 2016,"Bordeaux Red Blends from Maipo Valley, Chile",Red Wine,145.0
302,Alois Lageder Dolomitti Pinot Grigio 2017,"Pinot Gris/Grigio from Trentino-Alto Adige, Italy",White Wine,17.99
303,Alois Lageder Pinot Bianco 2017,"Pinot Blanc from Trentino-Alto Adige, Italy",White Wine,14.99
304,Alois Lageder Benefizium Porer Pinot Grigio 2017,"Pinot Gris/Grigio from Trentino-Alto Adige, Italy",White Wine,28.99
305,Alpha Estate Axia Red 2012,Other Red Blends from Greece,Red Wine,19.99
306,Alpha Estate Turtles Vineyard Malagouzia 2017,Other White Wine from Greece,White Wine,18.99
307,Alpha Estate Hedgehog Vineyard Xinomavro 2015,Other Red Wine from Greece,Red Wine,23.99
308,Alpha Estate Sauvignon Blanc 2014,Sauvignon Blanc from Greece,White Wine,20.99
309,Alpha Omega II Sauvignon Blanc 2016,"Sauvignon Blanc from Napa Valley, California",White Wine,18.99
310,Alpha Omega Proprietary Red 2014,"Bordeaux Red Blends from Napa Valley, California",Red Wine,99.99
311,Alpha Omega Cabernet Sauvignon 2015,"Cabernet Sauvignon from Napa Valley, California",Red Wine,102.0
312,Alpha Omega Unoaked Chardonnay 2015,"Chardonnay from Napa Valley, California",White Wine,44.0
313,Alpha Omega II Chardonnay 2015,"Chardonnay from Napa Valley, California",White Wine,23.99
314,Alpha Omega Chardonnay 2014,"Chardonnay from Napa Valley, California",White Wine,76.0
315,Alpha Omega II Chardonnay 2014,"Chardonnay from Napa Valley, California",White Wine,24.0
316,Alpha Omega Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,499.97
317,Alpha Omega Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,499.97
318,Alphonse Mellot Les Romains Sancerre Blanc 2016,"Sauvignon Blanc from Sancerre, Loire, France",White Wine,64.99
319,Alphonse Mellot La Moussiere Sancerre Rouge 2014,"Pinot Noir from Sancerre, Loire, France",Red Wine,57.99
320,Alphonse Mellot La Moussiere Sancerre Blanc 2017,"Sauvignon Blanc from Sancerre, Loire, France",White Wine,33.99
321,Alphonse Mellot Generation XIX Sancerre Blanc 2014,"Sauvignon Blanc from Loire, France",White Wine,74.99
322,Alphonse Mellot Satellite Sancerre Blanc 2016,"Sauvignon Blanc from Sancerre, Loire, France",White Wine,71.99
323,Alta Quatreaux 2014,"Bordeaux Red Blends from Napa Valley, California",Red Wine,54.0
324,Alta Oso Malo Cabernet Sauvignon 2014,"Cabernet Sauvignon from Atlas Peak, Napa Valley, California",Red Wine,75.0
325,Alta Pinot Noir 2015,"Pinot Noir from Russian River, Sonoma County, California",Red Wine,41.99
326,Alta Viognier 2015,"Viognier from Napa Valley, California",White Wine,29.0
327,Alta Chardonnay 2015,"Chardonnay from Napa Valley, California",White Wine,21.99
328,Alta Sauvignon Blanc 2014,"Sauvignon Blanc from Napa Valley, California",White Wine,22.0
329,Alta Oso Malo Cabernet Sauvignon 2015,"Cabernet Sauvignon from Atlas Peak, Napa Valley, California",Red Wine,75.0
330,Alta Sauvignon Blanc 2016,"Sauvignon Blanc from Napa Valley, California",White Wine,19.99
331,Alta Mora Etna Rosso 2015,"Other Red Wine from Sicily, Italy",Red Wine,25.99
332,Alta Mora Etna Bianco 2017,"Other White Wine from Sicily, Italy",White Wine,29.99
333,Alta Vista Estate Malbec 2017,"Malbec from Mendoza, Argentina",Red Wine,18.0
334,Alta Vista Estate Malbec 2015,"Malbec from Mendoza, Argentina",Red Wine,18.99
335,Alta Vista Classic Cabernet Sauvignon 2015,"Cabernet Sauvignon from Mendoza, Argentina",Red Wine,13.99
336,Altano Organic Quinta do Ataide 2015,"Other Red Blends from Douro, Portugal",Red Wine,19.99
337,Altano Douro 2015,Other Red Blends from Portugal,Red Wine,10.99
338,Altesino Rosso di Montalcino 2016,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,29.99
339,Altesino Rosso di Altesino Toscana 2016,"Sangiovese from Tuscany, Italy",Red Wine,19.99
340,Altesino Brunello di Montalcino (1.5 Liter Magnum) 2013,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,119.97
341,Altesino Montosoli Brunello di Montalcino (1.5 Liter) 2013,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,249.97
342,Altesino Montosoli Brunello di Montalcino 2012,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,125.0
343,Alto Limay Select Pinot Noir 2016,"Pinot Noir from Patagonia, Argentina",Red Wine,19.99
344,Alto Moncayo Aquilon 2015,Grenache from Spain,Red Wine,154.99
345,Alto Moncayo Moncayo 2016,Grenache from Spain,Red Wine,47.99
346,Alto Moncayo Veraton 2016,Grenache from Spain,Red Wine,33.99
347,Altocedro Reserva Malbec 2015,"Malbec from Mendoza, Argentina",Red Wine,39.99
348,Altocedro Ano Cero Malbec 2017,"Malbec from Mendoza, Argentina",Red Wine,18.99
349,Altocedro Ano Cero Cabernet Sauvignon 2017,"Cabernet Sauvignon from Mendoza, Argentina",Red Wine,20.99
350,Altos d'Olivia Airen-Sauvignon Blanc 2016,Other White Blends from Spain,White Wine,10.99
351,Altos d'Olivia Tempranillo 2016,Tempranillo from Spain,Red Wine,7.99
352,Altos las Hormigas Clasico Malbec 2017,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,11.99
353,Altos las Hormigas Colonia Las Liebres Bonarda 2017,Bonarda from Argentina,Red Wine,10.99
354,Altos las Hormigas Gualtallary Malbec 2016,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,45.0
355,Altos las Hormigas Uco Valley Terroir Malbec 2016,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,18.99
356,Altos las Hormigas Reserva Malbec 2014,"Malbec from Uco Valley, Mendoza, Argentina",Red Wine,33.0
357,Altvs Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,75.0
358,Alvaro Palacios Les Terrasses Velles Vinyes Priorat 2016,"Other Red Blends from Priorat, Spain",Red Wine,38.99
359,Alvaro Palacios Camins del Priorat 2017,"Other Red Blends from Priorat, Spain",Red Wine,26.99
360,Alvear Oloroso Asuncion (375ML),Sherry from Spain,,27.0
361,Alvear Montilla Fino,Sherry from Spain,,17.99
362,Alvear Amontillado (Medium Dry),Sherry from Spain,,22.99
363,Alvear Pedro Ximenez de Anada (375ML) 2015,Sherry from Spain,,26.99
364,Alvear Fino En Rama (500ML) 2012,Sherry from Spain,,15.99
365,Alvear Pedro Ximenez 1927 (375ML),Sherry from Spain,,29.99
366,Alvear Solera Cream (375ML),Sherry from Spain,,28.99
367,Alvear Montilla Cream,Sherry from Spain,,16.99
368,Alysian Floodgate Vineyard Chardonnay 2010,"Chardonnay from Russian River, Sonoma County, California",White Wine,40.0
369,Alysian Westside Farms Chardonnay 2010,"Chardonnay from Russian River, Sonoma County, California",White Wine,40.0
370,Alzinger Steinertal Smaragd Gruner Veltliner 2017,"Gruner Veltliner from Wachau, Austria",White Wine,69.99
371,Alzinger Gruner Veltliner Smaragd Wachau Ried Muhlpoint 2017,"Gruner Veltliner from Wachau, Austria",White Wine,44.99
372,AM/FM Pinot Noir 2014,"Pinot Noir from Santa Barbara, Central Coast, California",Red Wine,25.99
373,Amalaya Malbec 2016,"Malbec from Salta, Argentina",Red Wine,17.0
374,Amapola Creek Estate Cabernet Sauvignon 2014,"Cabernet Sauvignon from Sonoma Valley, Sonoma County, California",Red Wine,90.0
375,Amapola Creek Cuvee Alis 2013,"Rhone Red Blends from Sonoma Valley, Sonoma County, California",Red Wine,46.99
376,Amapola Creek Jos. Belli Vineyards Chardonnay 2016,"Chardonnay from Russian River, Sonoma County, California",White Wine,48.0
377,Amavi Semillon 2017,"Semillon from Walla Walla Valley, Columbia Valley, Washington",White Wine,25.99
378,Amavi Syrah 2015,"Syrah/Shiraz from Walla Walla Valley, Columbia Valley, Washington",Red Wine,33.0
379,Amavi Cabernet Sauvignon 2015,"Cabernet Sauvignon from Walla Walla Valley, Columbia Valley, Washington",Red Wine,26.99
380,Ambullneo Vineyards Howling Syrah 2004,"Syrah/Shiraz from Santa Maria Valley, Central Coast, California",Red Wine,39.98
381,Amelia Brut Rose Cremant de Bordeaux,"Rosé Sparkling Wine from Bordeaux, France",Sparkling & Champagne,22.99
382,Ameztoi Getariako Txakolina Rubentis Rose 2017,Rosé from Spain,Pink and Rosé,23.99
383,Ameztoi Getariako Txakolina 2017,"Other White Blends from Txakolina, Spain",White Wine,22.0
384,Amici Sonoma Coast Chardonnay 2016,"Chardonnay from Sonoma County, California",White Wine,24.99
385,Amici Napa Valley Cabernet Sauvignon 2016,"Cabernet Sauvignon from Napa Valley, California",Red Wine,49.99
386,Amici Morisoli Vineyard Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,128.99
387,Amici Napa Valley Sauvignon Blanc 2017,"Sauvignon Blanc from Napa Valley, California",White Wine,25.0
388,Amici Olema Cabernet Sauvignon 2016,"Cabernet Sauvignon from Sonoma County, California",Red Wine,25.0
389,Amici Olema Pinot Noir 2017,"Pinot Noir from Sonoma County, California",Red Wine,19.99
390,Amici Russian River Pinot Noir 2016,"Pinot Noir from Russian River, Sonoma County, California",Red Wine,44.99
391,Amici Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,258.99
392,Amici Russian River Pinot Noir 2017,"Pinot Noir from Russian River, Sonoma County, California",Red Wine,39.99
393,Amici Olema Chardonnay 2017,"Chardonnay from Sonoma County, California",White Wine,15.99
394,Amici Spring Mountain Cabernet Sauvignon 2015,"Cabernet Sauvignon from Napa Valley, California",Red Wine,159.99
395,Amici Olema Chardonnay 2016,"Chardonnay from Sonoma County, California",White Wine,15.99
396,Amity Willamette Valley Pinot Noir 2016,"Pinot Noir from Willamette Valley, Oregon",Red Wine,27.99
397,Amor Fati Chardonnay 2015,"Chardonnay from Santa Maria Valley, Central Coast, California",White Wine,55.0
398,Amor Fati Murmur Vineyard Grenache 2015,"Grenache from Santa Maria Valley, Central Coast, California",Red Wine,60.0
399,Amor Fati Pinot Noir 2015,"Pinot Noir from Santa Maria Valley, Central Coast, California",Red Wine,38.99
400,Amor Fati Syrah 2014,"Syrah/Shiraz from Santa Maria Valley, Central Coast, California",Red Wine,60.0
401,Ampelos Cellars Viognier 2016,"Viognier from Santa Ynez Valley, Santa Barbara, Central Coast, California",White Wine,29.99
402,Ampelos Cellars Sta. Rita Hills Pinot Noir 2015,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,26.99
403,Ampelos Cellars Gamma: The Complex Syrah 2012,"Syrah/Shiraz from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,36.99
404,Ampelos Cellars Syrache 2013,"Rhone Red Blends from Santa Barbara, Central Coast, California",Red Wine,28.0
405,Ampelos Cellars Viognier 2015,"Viognier from Sta. Rita Hills, Santa Barbara, Central Coast, California",White Wine,27.99
406,Ampelos Cellars Lambda Pinot Noir 2013,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,35.99
407,Amuse Bouche Vin Perdu Red 2013,"Bordeaux Red Blends from Napa Valley, California",Red Wine,99.97
408,Anaba Turbine White 2015,"Rhone White Blends from Sonoma Valley, Sonoma County, California",White Wine,32.99
409,Anaba Turbine White 2014,"Rhone White Blends from Sonoma Valley, Sonoma County, California",White Wine,31.99
410,Anaba Turbine Red 2014,"Rhone Red Blends from Sonoma Valley, Sonoma County, California",Red Wine,34.99
411,Anakota Helena Montana Vineyard Cabernet Sauvignon 2015,"Cabernet Sauvignon from Knights Valley, Sonoma County, California",Red Wine,150.0
412,Anakota Helena Dakota Vineyard Cabernet Sauvignon 2015,"Cabernet Sauvignon from Knights Valley, Sonoma County, California",Red Wine,150.0
413,Anakota Helena Montana Vineyard Cabernet Sauvignon 2014,"Cabernet Sauvignon from Knights Valley, Sonoma County, California",Red Wine,115.0
414,Anam Cara Nicholas Estate Pinot Noir 2014,"Pinot Noir from Chehalem Mountains, Willamette Valley, Oregon",Red Wine,36.99
415,Anam Cara Nicholas Estate Chardonnay 2014,"Chardonnay from Chehalem Mountains, Willamette Valley, Oregon",White Wine,23.99
416,Ancien Wines Mink Vineyard Pinot Noir 2016,"Pinot Noir from Coombsville, Napa Valley, California",Red Wine,55.99
417,Ancien Wines Carneros Pinot Noir 2016,"Pinot Noir from Carneros, California",Red Wine,37.99
418,Ancien Wines Fiddlestix Vineyard Pinot Noir 2016,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,49.99
419,Ancien Wines Red Dog Vineyard Pinot Noir 2014,"Pinot Noir from Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,57.99
420,Ancien Wines Fiddlestix Vineyard Pinot Noir 2015,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,54.99
421,Ancien Wines Mink Vineyard Pinot Noir 2015,"Pinot Noir from Coombsville, Napa Valley, California",Red Wine,52.99
422,Ancien Wines Chardonnay 2015,"Chardonnay from Carneros, California",White Wine,38.0
423,Ancien Wines Fiddlestix Vineyard Pinot Noir 2014,"Pinot Noir from Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,57.99
424,Ancient Peaks Paso Robles Renegade 2016,"Other Red Blends from Santa Margarita Ranch, Paso Robles, Central Coast, California",Red Wine,26.0
425,Ancient Peaks Paso Robles Zinfandel 2016,"Zinfandel from Santa Margarita Ranch, Paso Robles, Central Coast, California",Red Wine,20.0
426,Ancient Peaks Chardonnay 2017,"Chardonnay from Santa Margarita Ranch, Paso Robles, Central Coast, California",White Wine,19.0
427,Ancient Peaks Paso Robles Sauvignon Blanc 2017,"Sauvignon Blanc from Santa Margarita Ranch, Paso Robles, Central Coast, California",White Wine,16.99
428,Ancient Peaks Paso Robles Cabernet Sauvignon 2016,"Cabernet Sauvignon from Santa Margarita Ranch, Paso Robles, Central Coast, California",Red Wine,22.0
